"Breve Descrizione","Gruppo","Sala","Ora Inizio","Ora Fine","Durata","Descrizione completa","Corrispondenza","Creato da","Tipo di prenotazione","Stato dell'approvazione","Docente","E' un esame?","Corso di Studi","Ultima Modifica"
"Sicurezza informatica","Aule","Aula Gialla","09:00:00 - venerdì 10 giugno 2016","11:00:00 - venerdì 10 giugno 2016","2 ore","Systems, social and mobile security","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica Magistrale I Anno","08:28:47 - giovedì 25 febbraio 2016"
"Calcolo Numerico","Aule","A0","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Iannazzo Bruno","No","Informatica II Anno","17:35:01 - martedì 23 febbraio 2016"
"Mathematical Models for Finance","Aule","B1","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Cretarola Alessandra","No","Matematica","14:21:13 - lunedì 14 marzo 2016"
"Equazioni Differenziali","Aule","C2","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Cardinali Tiziana","No","Matematica","11:39:07 - lunedì 21 marzo 2016"
"Programmazione 3","Aule","Aula C3","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Baioletti Marco","No","Informatica III Anno","18:14:08 - martedì 23 febbraio 2016"
"Modelli e sistemi dell'intelligenza Artificiale-Intelligenza Artificiale","Aule","Aula Gialla","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","Interactive intelligent devices, systems and environments","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Milani Alfredo","No","Informatica Magistrale I Anno","08:27:24 - giovedì 25 febbraio 2016"
"Sistemi con vincoli e rappresentazione della conoscenza","Aule","Aula Verde","11:00:00 - venerdì 10 giugno 2016","13:00:00 - venerdì 10 giugno 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica Magistrale II Anno","08:51:42 - giovedì 25 febbraio 2016"
"Esonero MATEMATICA 2 per Chimica","Aule","A2","10:00:00 - lunedì 13 giugno 2016","13:00:00 - lunedì 13 giugno 2016","3 ore","Esonero MATEMATICA 2 per Chimica","Altro","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Altro","11:02:30 - venerdì 27 maggio 2016"
"Geometria II","Aule","C2","11:00:00 - lunedì 13 giugno 2016","19:00:00 - lunedì 13 giugno 2016","8 ore","Esame","CdS interno del Dipartimento","ac550002","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica I Anno","08:48:41 - venerdì 27 maggio 2016"
"Matematica per Geologia","Aule","I2","14:00:00 - lunedì 13 giugno 2016","16:00:00 - lunedì 13 giugno 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Benedetti Irene","No","Altro","15:44:46 - sabato 05 marzo 2016"
"Algebra II","Aule","A0","09:00:00 - martedì 14 giugno 2016","12:00:00 - martedì 14 giugno 2016","3 ore","prova scritta","Altro","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:04 - mercoledì 18 maggio 2016"
"prova scritta Matematica per le Applicazioni Canale B","Aule","A2","09:00:00 - martedì 14 giugno 2016","12:00:00 - martedì 14 giugno 2016","3 ore","prova scritta Matematica per le Applicazioni Canale B","Altro","rf690001","Prenotazione","Approvato","Filippucci Roberta","No","Altro","13:31:23 - giovedì 07 gennaio 2016"
"Prova scritta di Calcolo Numerico","Aule","I1","09:00:00 - martedì 14 giugno 2016","14:00:00 - martedì 14 giugno 2016","5 ore","","Altro","bi740001","Prenotazione","Approvato","Iannazzo Bruno","Yes","Informatica II Anno","12:15:43 - domenica 29 maggio 2016"
"Pianificazione della sicurezza informatica e elementi di informatica forense","Aule","Aula Verde","09:00:00 - martedì 14 giugno 2016","11:00:00 - martedì 14 giugno 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Milani Alfredo","No","Informatica","11:15:17 - martedì 08 marzo 2016"
"Programmazione dichiarativa","Aule","B1","10:00:00 - martedì 14 giugno 2016","13:00:00 - martedì 14 giugno 2016","3 ore","","CdS interno del Dipartimento","af680003","Prenotazione","Approvato","Formisano Andrea","Yes","Informatica Magistrale II Anno","13:24:58 - giovedì 03 dicembre 2015"
"Matematica per Geologia","Aule","I2","11:00:00 - martedì 14 giugno 2016","13:00:00 - martedì 14 giugno 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Benedetti Irene","No","Matematica","08:50:45 - mercoledì 24 febbraio 2016"
"Sistemi operativi con laboratorio","Aule","A0","15:00:00 - martedì 14 giugno 2016","18:00:00 - martedì 14 giugno 2016","3 ore","","CdS interno del Dipartimento","af680003","Prenotazione","Approvato","Formisano Andrea","Yes","Informatica II Anno","13:24:50 - giovedì 03 dicembre 2015"
"Matematica Discreta - Modulo I","Aule","A2","15:00:00 - martedì 14 giugno 2016","18:00:00 - martedì 14 giugno 2016","3 ore","Prova scritta MD1","CdS interno del Dipartimento","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Informatica I Anno","11:02:27 - venerdì 27 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula C3","09:00:00 - mercoledì 15 giugno 2016","13:00:00 - mercoledì 15 giugno 2016","4 ore","esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:46:25 - giovedì 12 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula Gialla","09:00:00 - mercoledì 15 giugno 2016","13:00:00 - mercoledì 15 giugno 2016","4 ore","Esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:46:33 - giovedì 12 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula Verde","09:00:00 - mercoledì 15 giugno 2016","13:00:00 - mercoledì 15 giugno 2016","4 ore","Esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:46:39 - giovedì 12 maggio 2016"
"Studio Assistito Matematica per CdL Geologia","Aule","B1","14:00:00 - mercoledì 15 giugno 2016","16:00:00 - mercoledì 15 giugno 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Benedetti Irene","No","Altro","10:37:56 - martedì 08 marzo 2016"
"Algebra II","Aule","B3","09:00:00 - giovedì 16 giugno 2016","14:00:00 - giovedì 16 giugno 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:44 - mercoledì 18 maggio 2016"
"Alternanza Scuola Lavoro","Aule","Sala Riunioni","11:00:00 - giovedì 16 giugno 2016","13:00:00 - giovedì 16 giugno 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","11:26:59 - martedì 31 maggio 2016"
"Algebra II","Aule","B3","14:00:00 - giovedì 16 giugno 2016","19:00:00 - giovedì 16 giugno 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:42 - mercoledì 18 maggio 2016"
"Esame Calcolo Numerico","Aule","A2","09:00:00 - venerdì 17 giugno 2016","14:00:00 - venerdì 17 giugno 2016","5 ore","","Altro","bi740001","Prenotazione","Approvato","Iannazzo Bruno","No","Informatica II Anno","18:30:26 - giovedì 12 maggio 2016"
"Algebra II","Aule","B3","09:00:00 - venerdì 17 giugno 2016","14:00:00 - venerdì 17 giugno 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:40 - mercoledì 18 maggio 2016"
"Analisi Matematica II (Fisica) ed Elementi di Matematica II (Prot. Civile).","Aule","A0","09:00:00 - lunedì 20 giugno 2016","13:00:00 - lunedì 20 giugno 2016","4 ore","Esami di Analisi Matematica II (Fisica) ed Elementi di Matematica II (Prot. Civile).","Altro","ev660001","Prenotazione","Approvato","Vitillaro Enzo","No","Altro","10:19:10 - martedì 31 maggio 2016"
"Geometria II","Aule","B1","09:00:00 - lunedì 20 giugno 2016","14:00:00 - lunedì 20 giugno 2016","5 ore","Esame","CdS interno del Dipartimento","ac550002","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica I Anno","08:48:40 - venerdì 27 maggio 2016"
"Geometria I","Aule","B3","09:00:00 - lunedì 20 giugno 2016","11:00:00 - lunedì 20 giugno 2016","2 ore","esame scritto","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Vincenti Rita","Yes","Matematica I Anno","09:52:25 - venerdì 25 settembre 2015"
"Algebra II","Aule","C2","09:00:00 - lunedì 20 giugno 2016","14:00:00 - lunedì 20 giugno 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","13:09:42 - lunedì 23 maggio 2016"
"Programmazione I con laboratorio","Aule","A2","11:00:00 - lunedì 20 giugno 2016","13:00:00 - lunedì 20 giugno 2016","2 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Santini Francesco","No","Informatica I Anno","12:39:32 - giovedì 21 aprile 2016"
"Geometria II","Aule","C2","14:00:00 - lunedì 20 giugno 2016","19:00:00 - lunedì 20 giugno 2016","5 ore","Esame","CdS interno del Dipartimento","ac550002","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica I Anno","08:48:38 - venerdì 27 maggio 2016"
"Geometria III","Aule","A2","09:00:00 - martedì 21 giugno 2016","12:00:00 - martedì 21 giugno 2016","3 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Guerra","Yes","Matematica II Anno","13:20:26 - lunedì 23 maggio 2016"
"Geometria I","Aule","B3","09:00:00 - mercoledì 22 giugno 2016","13:00:00 - mercoledì 22 giugno 2016","4 ore","orali","CdS interno del Dipartimento","rv470001","Prenotazione","Approvato","Vincenti Rita","Yes","Matematica I Anno","09:54:06 - venerdì 25 settembre 2015"
"Lab di Informatica per Sc Biologiche","Aule","Aula Verde","09:00:00 - mercoledì 22 giugno 2016","11:00:00 - mercoledì 22 giugno 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Pallottelli Simonetta","Yes","Altro","09:34:00 - mercoledì 09 dicembre 2015"
"SEMINARIO","Aule","Sala Riunioni","12:00:00 - mercoledì 22 giugno 2016","15:00:00 - mercoledì 22 giugno 2016","3 ore","","Altro","pr520001","Prenotazione","Approvato","Tasso Sergio","No","Altro","09:01:24 - lunedì 16 maggio 2016"
"Sistemi multimediali","Aule","Aula Verde","09:00:00 - giovedì 23 giugno 2016","11:00:00 - giovedì 23 giugno 2016","2 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Pallottelli Simonetta","Yes","Informatica III Anno","13:53:07 - venerdì 04 dicembre 2015"
"Prova scritta","Aule","A2","09:00:00 - venerdì 24 giugno 2016","13:00:00 - venerdì 24 giugno 2016","4 ore","Prova scritta esame di Analisi Matematica II -","Altro","tc590001","Prenotazione","Approvato","Tiziana Cardinali","Yes","Matematica II Anno","13:05:48 - venerdì 13 maggio 2016"
"Esami","Aule","Aula Gialla","09:00:00 - venerdì 24 giugno 2016","14:00:00 - venerdì 24 giugno 2016","5 ore","Strumenti per Web e data Management
Sistemi con Vincoli
Sicurezza Informatica
","Altro","sb680004","Prenotazione","Approvato","Bistarelli Stefano","Yes","Altro","06:54:21 - martedì 31 maggio 2016"
"Esame Programmazione I","Aule","A0","10:00:00 - venerdì 24 giugno 2016","13:00:00 - venerdì 24 giugno 2016","3 ore","","CdS interno del Dipartimento","fs770001","Prenotazione","Approvato","Francesco Santini","Yes","Informatica I Anno","14:40:13 - martedì 31 maggio 2016"
"Prove scritte MATEMATICA per Chimica","Aule","A0","09:00:00 - lunedì 27 giugno 2016","13:00:00 - lunedì 27 giugno 2016","4 ore","Prove scritte MATEMATICA per Chimica","Altro","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Altro","11:02:25 - venerdì 27 maggio 2016"
"Geometria II","Aule","A2","09:00:00 - lunedì 27 giugno 2016","13:00:00 - lunedì 27 giugno 2016","4 ore","Esame","CdS interno del Dipartimento","ac550002","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica I Anno","08:48:36 - venerdì 27 maggio 2016"
"Geometria I","Aule","B3","09:00:00 - lunedì 27 giugno 2016","13:00:00 - lunedì 27 giugno 2016","4 ore","Orali","CdS interno del Dipartimento","rv470001","Prenotazione","Approvato","Vincenti Rita","Yes","Matematica I Anno","09:56:51 - venerdì 25 settembre 2015"
"Esame CN","Aule","I1","09:00:00 - martedì 28 giugno 2016","19:00:00 - martedì 28 giugno 2016","10 ore","Prova scritta Analisi Matematica","CdS interno del Dipartimento","ab640001","Prenotazione","Approvato","Boccuto Antonio","Yes","Informatica I Anno","11:50:02 - martedì 09 febbraio 2016"
"Algoritmi e strutture dati con Laboratorio","Aule","A0","15:00:00 - martedì 28 giugno 2016","17:00:00 - martedì 28 giugno 2016","2 ore","esami","CdS interno del Dipartimento","mp620002","Prenotazione","Approvato","Pinotti Maria Cristina","Yes","Informatica II Anno","08:55:50 - mercoledì 23 settembre 2015"
"Analisi matematica","Aule","B3","09:00:00 - mercoledì 29 giugno 2016","16:00:00 - mercoledì 29 giugno 2016","7 ore","","CdS interno del Dipartimento","ab640001","Prenotazione","Approvato","Boccuto Antonio","Yes","Informatica I Anno","11:50:34 - martedì 09 febbraio 2016"
"Geometria II","Aule","C2","09:00:00 - mercoledì 29 giugno 2016","14:00:00 - mercoledì 29 giugno 2016","5 ore","Esame","CdS interno del Dipartimento","ac550002","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica I Anno","08:48:34 - venerdì 27 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula C3","09:00:00 - giovedì 30 giugno 2016","13:00:00 - giovedì 30 giugno 2016","4 ore","esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:47:00 - giovedì 12 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula Gialla","09:00:00 - giovedì 30 giugno 2016","13:00:00 - giovedì 30 giugno 2016","4 ore","esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:46:59 - giovedì 12 maggio 2016"
"Programmazione II con laboratorio","Aule","Aula Verde","09:00:00 - giovedì 30 giugno 2016","13:00:00 - giovedì 30 giugno 2016","4 ore","esame","CdS interno del Dipartimento","sm650001","Prenotazione","Approvato","Marcugini Stefano","Yes","Informatica I Anno","17:47:02 - giovedì 12 maggio 2016"
"Esame Calcolo Numerico","Aule","A2","09:00:00 - venerdì 01 luglio 2016","14:00:00 - venerdì 01 luglio 2016","5 ore","","Altro","bi740001","Prenotazione","Approvato","Iannazzo Bruno","No","Informatica II Anno","18:30:24 - giovedì 12 maggio 2016"
"Geometria I","Aule","B3","09:00:00 - lunedì 04 luglio 2016","11:00:00 - lunedì 04 luglio 2016","2 ore","Scritto.","CdS interno del Dipartimento","rv470001","Prenotazione","Approvato","Vincenti Rita","Yes","Matematica I Anno","09:51:07 - venerdì 25 settembre 2015"
"Algebra II","Aule","A0","09:00:00 - martedì 05 luglio 2016","12:00:00 - martedì 05 luglio 2016","3 ore","prova scritta","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:38 - mercoledì 18 maggio 2016"
"Analisi Matematica II (Fisica) ed Elementi di Matematica II (Prot. Civile).","Aule","A0","09:00:00 - mercoledì 06 luglio 2016","13:00:00 - mercoledì 06 luglio 2016","4 ore","Esami di Analisi Matematica II (Fisica) ed Elementi di Matematica II (Prot. Civile).","Altro","ev660001","Prenotazione","Approvato","Vitillaro Enzo","No","Altro","10:19:08 - martedì 31 maggio 2016"
"Geometria I","Aule","B3","09:00:00 - mercoledì 06 luglio 2016","13:00:00 - mercoledì 06 luglio 2016","4 ore","Orali.","CdS interno del Dipartimento","rv470001","Prenotazione","Approvato","Vincenti Rita","Yes","Matematica I Anno","09:58:17 - venerdì 25 settembre 2015"
"Fisica generale","Aule","I2","09:00:00 - mercoledì 06 luglio 2016","13:00:00 - mercoledì 06 luglio 2016","4 ore","","Altro","ae610001","Prenotazione","Approvato","Tosti Gino","Yes","Informatica","13:41:31 - lunedì 18 gennaio 2016"
"Algebra II","Aule","B3","09:00:00 - giovedì 07 luglio 2016","14:00:00 - giovedì 07 luglio 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:35 - mercoledì 18 maggio 2016"
"Lab di Informatica per Sc Biologiche","Aule","Aula Verde","09:00:00 - giovedì 07 luglio 2016","11:00:00 - giovedì 07 luglio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Pallottelli Simonetta","Yes","Altro","09:34:42 - mercoledì 09 dicembre 2015"
"Algebra II","Aule","B3","14:00:00 - giovedì 07 luglio 2016","19:00:00 - giovedì 07 luglio 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:33 - mercoledì 18 maggio 2016"
"Algebra II","Aule","B3","09:00:00 - venerdì 08 luglio 2016","14:00:00 - venerdì 08 luglio 2016","5 ore","prova orale","CdS interno del Dipartimento","al530001","Prenotazione","Approvato","Lorenzini Anna","Yes","Matematica I Anno","16:30:32 - mercoledì 18 maggio 2016"
"Programmazione dichiarativa","Aule","B1","10:00:00 - venerdì 08 luglio 2016","13:00:00 - venerdì 08 luglio 2016","3 ore","","CdS interno del Dipartimento","af680003","Prenotazione","Approvato","Formisano Andrea","Yes","Informatica Magistrale II Anno","13:24:41 - giovedì 03 dicembre 2015"
"Sistemi operativi con laboratorio","Aule","A0","15:00:00 - venerdì 08 luglio 2016","18:00:00 - venerdì 08 luglio 2016","3 ore","","CdS interno del Dipartimento","af680003","Prenotazione","Approvato","Formisano Andrea","Yes","Informatica II Anno","13:24:33 - giovedì 03 dicembre 2015"
"Prove scritte MATEMATICA per Chimica","Aule","A0","09:00:00 - lunedì 11 luglio 2016","13:00:00 - lunedì 11 luglio 2016","4 ore","Prove scritte MATEMATICA per Chimica","Altro","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Altro","11:02:22 - venerdì 27 maggio 2016"
